oid,x,y,target
ZTF17aadsoog,0.58989626,0.46816665,E
ZTF18aawvdhh,0.6338831,0.4935222,E
ZTF18aaavsvc,0.6306645,0.49358875,E
ZTF17aacqbnt,0.6141041,0.48532817,RRL
ZTF17aadqexw,0.6486632,0.5150642,RRL
ZTF18abmspxg,0.5148231,0.4673567,RRL
ZTF18aaaepqz,0.60514706,0.48257494,E
ZTF18aabgnql,0.70528215,0.8303158,LPV
ZTF18acrugaj,0.40072104,0.37979847,LPV
ZTF18abzqxpe,0.5123302,0.42966273,RRL
ZTF18aamkbtt,0.6003664,0.4858577,E
ZTF18aaiyskb,0.6199768,0.48893473,RRL
ZTF18aakgzuh,0.52323186,0.42628288,E
ZTF19aaspwhd,0.5680945,0.48003644,E
ZTF18abwkuxl,0.55003864,0.45866823,Periodic-Other
ZTF18abznqba,0.5719985,0.49614346,RRL
ZTF17aadpjlu,0.6179276,0.50471544,E
ZTF18abwjzou,0.6346905,0.5109938,RRL
ZTF19aaaphag,0.6049423,0.50492156,E
ZTF18aaafbrr,0.60186607,0.49446893,RRL
ZTF18abudwmp,0.49348772,0.45662776,E
ZTF19abbxqsk,0.5367348,0.46319735,E
ZTF18aazwbwx,0.57939726,0.4660579,RRL
ZTF18abrztfj,0.42495584,0.43484423,LPV
ZTF18aajrdae,0.53962064,0.444835,Periodic-Other
ZTF18aajwrel,0.52601874,0.47681293,E
ZTF17aaagvzh,0.6197683,0.5000327,RRL
ZTF18abewfaj,0.4996833,0.4636415,RRL
ZTF18aczenlg,0.5299778,0.46781886,RRL
ZTF18aaacmzz,0.6305762,0.5064908,E
ZTF18abnclgq,0.5515085,0.47139394,Periodic-Other
ZTF18abymyyo,0.56525505,0.49089676,RRL
ZTF17aaansfn,0.598368,0.50103825,RRL
ZTF18abaaluh,0.64648664,0.51233053,RRL
ZTF19acaipgc,0.55806196,0.48305187,E
ZTF18aabhxkb,0.60868245,0.49389866,E
ZTF18abajxkh,0.61872005,0.51052415,E
ZTF17aaabnsi,0.60917866,0.50850207,E
ZTF17aabrixz,0.63983136,0.5025703,E
ZTF18achcytr,0.51345754,0.46502835,E
ZTF19aateuds,0.5308209,0.48095083,E
ZTF18acrvbck,0.5545053,0.48239356,E
ZTF18abndgwi,0.6009989,0.46959403,E
ZTF17aabulej,0.6437457,0.5063364,RRL
ZTF18abgdfhh,0.53293914,0.4716776,RRL
ZTF18abcoxyd,0.33681402,0.37933397,LPV
ZTF19aamwqwo,0.5958481,0.5071726,E
ZTF18aazwncg,0.6439433,0.51359016,E
ZTF17aacngho,0.35762408,0.393548,LPV
ZTF19aaydqcg,0.5595266,0.4822142,RRL
ZTF18abcyzzn,0.2699169,0.28531212,LPV
ZTF18abdlcag,0.566674,0.48083892,RRL
ZTF18abnyhdj,0.6533369,0.52414083,RRL
ZTF18abgddsw,0.54136807,0.47602966,RRL
ZTF19aaljekf,0.5362537,0.47960752,RRL
ZTF18acrdlht,0.6108742,0.5021346,E
ZTF18aammfrf,0.62983644,0.49550617,RRL
ZTF17aabxidu,0.5149608,0.43937132,E
ZTF18abmdsct,0.551659,0.49403638,RRL
ZTF18adakwbe,0.6187925,0.5130392,RRL
ZTF17aadetcw,0.58968633,0.47400597,E
ZTF18accgnct,0.5826488,0.49065265,RRL
ZTF18abgitjv,0.5185976,0.43738598,E
ZTF18abgddpl,0.54802114,0.4794301,RRL
ZTF18accpmyt,0.56203973,0.48212603,E
ZTF18aavllfk,0.32001168,0.39127263,LPV
ZTF18abahuye,0.41079652,0.39550287,LPV
ZTF18aaiirkg,0.6227668,0.5143479,RRL
ZTF17aacwmxw,0.653208,0.5161028,E
ZTF17aaadzrt,0.36516568,0.36035618,LPV
ZTF18abdlhqv,0.5737365,0.48530838,RRL
ZTF18aaadttz,0.60318273,0.49094647,E
ZTF18aczbylt,0.59560573,0.49421588,E
ZTF18abzgszi,0.5830884,0.49216467,E
ZTF17aacffsa,0.61018986,0.4958615,E
ZTF18aaoehqd,0.649353,0.511053,RRL
ZTF19aatyret,0.34314722,0.39530337,LPV
ZTF18abcgybj,0.15255256,0.17225344,LPV
ZTF18abetdge,0.60135216,0.476982,RRL
ZTF18abdrntk,0.5329979,0.46287835,RRL
ZTF18absgise,0.613248,0.50116074,RRL
ZTF18abtvguo,0.58479637,0.4957449,RRL
ZTF18aabvnkx,0.54291266,0.466296,RRL
ZTF17aabxlyl,0.624729,0.49317542,RRL
ZTF18ablmjue,0.60363925,0.5044295,E
ZTF18aajbpze,0.6431689,0.49281302,E
ZTF18abdjymr,0.30166316,0.34426078,LPV
ZTF19aaxlgat,0.51545894,0.48044246,E
ZTF17aabsaie,0.6015871,0.4928843,E
ZTF17aabvwml,0.5988125,0.49425638,E
ZTF18abjrfsz,0.5247556,0.4849855,E
ZTF18acruykm,0.53221256,0.47305652,E
ZTF17aabrlec,0.62770504,0.513574,RRL
ZTF18ablrmji,0.57474667,0.47277173,RRL
ZTF18aalagmv,0.6289921,0.4970942,RRL
ZTF17aaasnku,0.63605684,0.49540398,RRL
ZTF17aaajaeo,0.5931465,0.49179435,RRL
ZTF18abmfrdu,0.6093553,0.4871604,RRL
ZTF18acpcvho,0.6122277,0.49608344,E
ZTF17aaagsgq,0.4157937,0.6559155,LPV
ZTF17aaaslsq,0.6129656,0.50869864,E
ZTF18acrwfdc,0.5572881,0.46642494,E
ZTF18aabipyf,0.6175569,0.49338183,E
ZTF19aadouoo,0.6024855,0.4977508,RRL
ZTF18aagskul,0.6106826,0.48828435,E
ZTF19aamtspd,0.5160281,0.462848,E
ZTF18aaadocs,0.600291,0.4920456,E
ZTF17aaabeag,0.64872104,0.5163514,RRL
ZTF18abmjosm,0.59789515,0.5042002,E
ZTF18aaalgss,0.62440103,0.49824026,RRL
ZTF18abcvkej,0.66811234,0.53056544,RRL
ZTF18abmoubh,0.6171127,0.49178898,RRL
ZTF18aazlnfp,0.4967705,0.4631627,LPV
ZTF18adgdmdr,0.6004562,0.49744353,E
ZTF18abctzdw,0.56453377,0.47491437,E
ZTF18aayosgh,0.57898474,0.45717505,E
ZTF18abgrzar,0.5677811,0.48383036,E
